Time (s),Channel 1 (V),Channel 2 (V),Id
-1.47390625,-0.948230487,-0.001009947,-1.00995E-06
-1.47328125,-0.947229466,-0.001009947,-1.00995E-06
-1.47265625,-0.945561098,-0.001009947,-1.00995E-06
-1.47203125,-0.944226404,-0.001009947,-1.00995E-06
-1.47140625,-0.94289171,-0.001009947,-1.00995E-06
-1.47078125,-0.941890689,-0.001009947,-1.00995E-06
-1.47015625,-0.940555995,-0.001009947,-1.00995E-06
-1.46953125,-0.9392213,-0.001009947,-1.00995E-06
-1.46890625,-0.937886606,-0.001009947,-1.00995E-06
-1.46828125,-0.936551912,-0.001009947,-1.00995E-06
-1.46765625,-0.935217217,-0.001009947,-1.00995E-06
-1.46703125,-0.934216197,-0.001009947,-1.00995E-06
-1.46640625,-0.932881502,-0.001009947,-1.00995E-06
-1.46578125,-0.931546808,-0.001009947,-1.00995E-06
-1.46515625,-0.930545787,-0.001009947,-1.00995E-06
-1.46453125,-0.929211093,-0.00067381,-6.7381E-07
-1.46390625,-0.927876399,-0.001009947,-1.00995E-06
-1.46328125,-0.926541705,-0.001009947,-1.00995E-06
-1.46265625,-0.92520701,-0.001009947,-1.00995E-06
-1.46203125,-0.92420599,-0.001009947,-1.00995E-06
-1.46140625,-0.922871295,-0.001009947,-1.00995E-06
-1.46078125,-0.921536601,-0.001009947,-1.00995E-06
-1.46015625,-0.920201907,-0.001009947,-1.00995E-06
-1.45953125,-0.918867212,-0.001009947,-1.00995E-06
-1.45890625,-0.918199865,-0.001009947,-1.00995E-06
-1.45828125,-0.916531497,-0.001009947,-1.00995E-06
-1.45765625,-0.915196803,-0.001009947,-1.00995E-06
-1.45703125,-0.914195782,-0.00067381,-6.7381E-07
-1.45640625,-0.912527414,-0.00067381,-6.7381E-07
-1.45578125,-0.91119272,-0.00067381,-6.7381E-07
-1.45515625,-0.910525373,-0.00067381,-6.7381E-07
-1.45453125,-0.909190679,-0.001009947,-1.00995E-06
-1.45390625,-0.907855984,-0.00067381,-6.7381E-07
-1.45328125,-0.90652129,-0.001009947,-1.00995E-06
-1.45265625,-0.905186596,-0.001009947,-1.00995E-06
-1.45203125,-0.904185575,-0.001009947,-1.00995E-06
-1.45140625,-0.902517207,-0.001009947,-1.00995E-06
-1.45078125,-0.901182513,-0.001009947,-1.00995E-06
-1.45015625,-0.900181492,-0.001009947,-1.00995E-06
-1.44953125,-0.898846798,-0.001009947,-1.00995E-06
-1.44890625,-0.897845777,-0.001009947,-1.00995E-06
-1.44828125,-0.896511083,-0.001009947,-1.00995E-06
-1.44765625,-0.895176389,-0.001009947,-1.00995E-06
-1.44703125,-0.893841694,-0.001009947,-1.00995E-06
-1.44640625,-0.892507,-0.001009947,-1.00995E-06
-1.44578125,-0.891172306,-0.001009947,-1.00995E-06
-1.44515625,-0.890171285,-0.001009947,-1.00995E-06
-1.44453125,-0.888836591,-0.001009947,-1.00995E-06
-1.44390625,-0.88783557,-0.001009947,-1.00995E-06
-1.44328125,-0.886500876,-0.001009947,-1.00995E-06
-1.44265625,-0.885166182,-0.001009947,-1.00995E-06
-1.44203125,-0.884165161,-0.001009947,-1.00995E-06
-1.44140625,-0.882496793,-0.00067381,-6.7381E-07
-1.44078125,-0.881495772,-0.001009947,-1.00995E-06
-1.44015625,-0.880161078,-0.001009947,-1.00995E-06
-1.43953125,-0.878826384,-0.001009947,-1.00995E-06
-1.43890625,-0.877825363,-0.001009947,-1.00995E-06
-1.43828125,-0.877158016,-0.001009947,-1.00995E-06
-1.43765625,-0.875489648,-0.001009947,-1.00995E-06
-1.43703125,-0.874154954,-0.001009947,-1.00995E-06
-1.43640625,-0.872820259,-0.001009947,-1.00995E-06
-1.43578125,-0.871485565,-0.001009947,-1.00995E-06
-1.43515625,-0.870484544,-0.001009947,-1.00995E-06
-1.43453125,-0.86914985,-0.001009947,-1.00995E-06
-1.43390625,-0.867815156,-0.001009947,-1.00995E-06
-1.43328125,-0.866480462,-0.001009947,-1.00995E-06
-1.43265625,-0.865479441,-0.001009947,-1.00995E-06
-1.43203125,-0.86447842,-0.001009947,-1.00995E-06
-1.43140625,-0.862810052,-0.001009947,-1.00995E-06
-1.43078125,-0.862142705,-0.001009947,-1.00995E-06
-1.43015625,-0.860474337,-0.001009947,-1.00995E-06
-1.42953125,-0.859139643,-0.001009947,-1.00995E-06
-1.42890625,-0.858138622,-0.001009947,-1.00995E-06
-1.42828125,-0.856803928,-0.001009947,-1.00995E-06
-1.42765625,-0.855469234,-0.001009947,-1.00995E-06
-1.42703125,-0.854468213,-0.001009947,-1.00995E-06
-1.42640625,-0.853133519,-0.001009947,-1.00995E-06
-1.42578125,-0.851798824,-0.001009947,-1.00995E-06
-1.42515625,-0.85046413,-0.001009947,-1.00995E-06
-1.42453125,-0.849129436,-0.001009947,-1.00995E-06
-1.42390625,-0.848128415,-0.001009947,-1.00995E-06
-1.42328125,-0.846793721,-0.001009947,-1.00995E-06
-1.42265625,-0.845459027,-0.001009947,-1.00995E-06
-1.42203125,-0.844458006,-0.001009947,-1.00995E-06
-1.42140625,-0.843123312,-0.001009947,-1.00995E-06
-1.42078125,-0.841788617,-0.001009947,-1.00995E-06
-1.42015625,-0.840453923,-0.001009947,-1.00995E-06
-1.41953125,-0.839119229,-0.001009947,-1.00995E-06
-1.41890625,-0.838118208,-0.001009947,-1.00995E-06
-1.41828125,-0.83644984,-0.001009947,-1.00995E-06
-1.41765625,-0.835448819,-0.001009947,-1.00995E-06
-1.41703125,-0.834114125,-0.001009947,-1.00995E-06
-1.41640625,-0.832779431,-0.001009947,-1.00995E-06
-1.41578125,-0.831444737,-0.001009947,-1.00995E-06
-1.41515625,-0.830443716,-0.001009947,-1.00995E-06
-1.41453125,-0.828775348,-0.001009947,-1.00995E-06
-1.41390625,-0.827774327,-0.001009947,-1.00995E-06
-1.41328125,-0.826439633,-0.001009947,-1.00995E-06
-1.41265625,-0.825104939,-0.001009947,-1.00995E-06
-1.41203125,-0.824103918,-0.001009947,-1.00995E-06
-1.41140625,-0.822769224,-0.001009947,-1.00995E-06
-1.41078125,-0.821768203,-0.001009947,-1.00995E-06
-1.41015625,-0.820433509,-0.001009947,-1.00995E-06
-1.40953125,-0.819098814,-0.001009947,-1.00995E-06
-1.40890625,-0.818097794,-0.001009947,-1.00995E-06
-1.40828125,-0.816763099,-0.001009947,-1.00995E-06
-1.40765625,-0.815428405,-0.001009947,-1.00995E-06
-1.40703125,-0.814427384,-0.001009947,-1.00995E-06
-1.40640625,-0.81309269,-0.001009947,-1.00995E-06
-1.40578125,-0.811757996,-0.001009947,-1.00995E-06
-1.40515625,-0.810423302,-0.001009947,-1.00995E-06
-1.40453125,-0.808754934,-0.001009947,-1.00995E-06
-1.40390625,-0.807753913,-0.001009947,-1.00995E-06
-1.40328125,-0.806419219,-0.001009947,-1.00995E-06
-1.40265625,-0.805084524,-0.001009947,-1.00995E-06
-1.40203125,-0.804083504,-0.001009947,-1.00995E-06
-1.40140625,-0.802748809,-0.001009947,-1.00995E-06
-1.40078125,-0.801747789,-0.001009947,-1.00995E-06
-1.40015625,-0.800413094,-0.001009947,-1.00995E-06
-1.39953125,-0.7990784,-0.00067381,-6.7381E-07
-1.39890625,-0.797743706,-0.001009947,-1.00995E-06
-1.39828125,-0.796409012,-0.001009947,-1.00995E-06
-1.39765625,-0.795407991,-0.001009947,-1.00995E-06
-1.39703125,-0.79440697,-0.001009947,-1.00995E-06
-1.39640625,-0.792738602,-0.001009947,-1.00995E-06
-1.39578125,-0.791403908,-0.001009947,-1.00995E-06
-1.39515625,-0.790402887,-0.001009947,-1.00995E-06
-1.39453125,-0.789068193,-0.001009947,-1.00995E-06
-1.39390625,-0.787733499,-0.001009947,-1.00995E-06
-1.39328125,-0.786398804,-0.001009947,-1.00995E-06
-1.39265625,-0.78506411,-0.00067381,-6.7381E-07
-1.39203125,-0.784063089,-0.001009947,-1.00995E-06
-1.39140625,-0.782728395,-0.001009947,-1.00995E-06
-1.39078125,-0.781727374,-0.001009947,-1.00995E-06
-1.39015625,-0.78039268,-0.001009947,-1.00995E-06
-1.38953125,-0.779057986,-0.001009947,-1.00995E-06
-1.38890625,-0.778056965,-0.001009947,-1.00995E-06
-1.38828125,-0.776388597,-0.001009947,-1.00995E-06
-1.38765625,-0.775387576,-0.001009947,-1.00995E-06
-1.38703125,-0.774052882,-0.001009947,-1.00995E-06
-1.38640625,-0.772718188,-0.001009947,-1.00995E-06
-1.38578125,-0.771383494,-0.001009947,-1.00995E-06
-1.38515625,-0.770382473,-0.001346084,-1.34608E-06
-1.38453125,-0.768714105,-0.001009947,-1.00995E-06
-1.38390625,-0.767713084,-0.001009947,-1.00995E-06
-1.38328125,-0.76637839,-0.001009947,-1.00995E-06
-1.38265625,-0.765043696,-0.001009947,-1.00995E-06
-1.38203125,-0.764042675,-0.001009947,-1.00995E-06
-1.38140625,-0.762707981,-0.001009947,-1.00995E-06
-1.38078125,-0.762040634,-0.001009947,-1.00995E-06
-1.38015625,-0.760705939,-0.001009947,-1.00995E-06
-1.37953125,-0.759371245,-0.001009947,-1.00995E-06
-1.37890625,-0.758370224,-0.001009947,-1.00995E-06
-1.37828125,-0.75703553,-0.001009947,-1.00995E-06
-1.37765625,-0.755700836,-0.001009947,-1.00995E-06
-1.37703125,-0.754366141,-0.001009947,-1.00995E-06
-1.37640625,-0.753031447,-0.001009947,-1.00995E-06
-1.37578125,-0.752030426,-0.001009947,-1.00995E-06
-1.37515625,-0.751029406,-0.001009947,-1.00995E-06
-1.37453125,-0.749694711,-0.001009947,-1.00995E-06
-1.37390625,-0.748026344,-0.001009947,-1.00995E-06
-1.37328125,-0.746691649,-0.001009947,-1.00995E-06
-1.37265625,-0.745690629,-0.001009947,-1.00995E-06
-1.37203125,-0.744355934,-0.001009947,-1.00995E-06
-1.37140625,-0.742687566,-0.001009947,-1.00995E-06
-1.37078125,-0.742020219,-0.001009947,-1.00995E-06
-1.37015625,-0.740685525,-0.001009947,-1.00995E-06
-1.36953125,-0.739350831,-0.001009947,-1.00995E-06
-1.36890625,-0.738016136,-0.001009947,-1.00995E-06
-1.36828125,-0.736681442,-0.001009947,-1.00995E-06
-1.36765625,-0.735680421,-0.001009947,-1.00995E-06
-1.36703125,-0.734345727,-0.001009947,-1.00995E-06
-1.36640625,-0.733011033,-0.001009947,-1.00995E-06
-1.36578125,-0.732010012,-0.001009947,-1.00995E-06
-1.36515625,-0.730341644,-0.001009947,-1.00995E-06
-1.36453125,-0.729340624,-0.001009947,-1.00995E-06
-1.36390625,-0.728005929,-0.001009947,-1.00995E-06
-1.36328125,-0.726671235,-0.001009947,-1.00995E-06
-1.36265625,-0.725670214,-0.001009947,-1.00995E-06
-1.36203125,-0.72433552,-0.001009947,-1.00995E-06
-1.36140625,-0.723000826,-0.001009947,-1.00995E-06
-1.36078125,-0.721999805,-0.001009947,-1.00995E-06
-1.36015625,-0.720665111,-0.001009947,-1.00995E-06
-1.35953125,-0.718996743,-0.001009947,-1.00995E-06
-1.35890625,-0.717995722,-0.001009947,-1.00995E-06
-1.35828125,-0.716994701,-0.001009947,-1.00995E-06
-1.35765625,-0.715660007,-0.001009947,-1.00995E-06
-1.35703125,-0.714658986,-0.001009947,-1.00995E-06
-1.35640625,-0.712990619,-0.001009947,-1.00995E-06
-1.35578125,-0.711989598,-0.001009947,-1.00995E-06
-1.35515625,-0.71032123,-0.001009947,-1.00995E-06
-1.35453125,-0.709320209,-0.001009947,-1.00995E-06
-1.35390625,-0.707985515,-0.001009947,-1.00995E-06
-1.35328125,-0.706650821,-0.001009947,-1.00995E-06
-1.35265625,-0.705316126,-0.001009947,-1.00995E-06
-1.35203125,-0.703981432,-0.001009947,-1.00995E-06
-1.35140625,-0.702980411,-0.001346084,-1.34608E-06
-1.35078125,-0.701645717,-0.001009947,-1.00995E-06
-1.35015625,-0.700311023,-0.001009947,-1.00995E-06
-1.34953125,-0.698976329,-0.001009947,-1.00995E-06
-1.34890625,-0.697975308,-0.001009947,-1.00995E-06
-1.34828125,-0.696640614,-0.001009947,-1.00995E-06
-1.34765625,-0.695305919,-0.001009947,-1.00995E-06
-1.34703125,-0.694304899,-0.001009947,-1.00995E-06
-1.34640625,-0.692970204,-0.001346084,-1.34608E-06
-1.34578125,-0.691969184,-0.001009947,-1.00995E-06
-1.34515625,-0.690634489,-0.001346084,-1.34608E-06
-1.34453125,-0.688966121,-0.001346084,-1.34608E-06
-1.34390625,-0.688298774,-0.001346084,-1.34608E-06
-1.34328125,-0.686630406,-0.001009947,-1.00995E-06
-1.34265625,-0.685629386,-0.001009947,-1.00995E-06
-1.34203125,-0.684294691,-0.001009947,-1.00995E-06
-1.34140625,-0.682959997,-0.001346084,-1.34608E-06
-1.34078125,-0.681958976,-0.001009947,-1.00995E-06
-1.34015625,-0.680624282,-0.001009947,-1.00995E-06
-1.33953125,-0.679289588,-0.001346084,-1.34608E-06
-1.33890625,-0.677954894,-0.001346084,-1.34608E-06
-1.33828125,-0.676620199,-0.001346084,-1.34608E-06
-1.33765625,-0.675285505,-0.001346084,-1.34608E-06
-1.33703125,-0.674284484,-0.001346084,-1.34608E-06
-1.33640625,-0.67294979,-0.001346084,-1.34608E-06
-1.33578125,-0.671615096,-0.001346084,-1.34608E-06
-1.33515625,-0.670280401,-0.001346084,-1.34608E-06
-1.33453125,-0.668945707,-0.001346084,-1.34608E-06
-1.33390625,-0.667944686,-0.001346084,-1.34608E-06
-1.33328125,-0.666609992,-0.001009947,-1.00995E-06
-1.33265625,-0.665275298,-0.001009947,-1.00995E-06
-1.33203125,-0.663940604,-0.001009947,-1.00995E-06
-1.33140625,-0.662605909,-0.001009947,-1.00995E-06
-1.33078125,-0.661604889,-0.001009947,-1.00995E-06
-1.33015625,-0.660270194,-0.001009947,-1.00995E-06
-1.32953125,-0.6589355,-0.001009947,-1.00995E-06
-1.32890625,-0.657934479,-0.001009947,-1.00995E-06
-1.32828125,-0.656599785,-0.001009947,-1.00995E-06
-1.32765625,-0.655265091,-0.001009947,-1.00995E-06
-1.32703125,-0.65426407,-0.001009947,-1.00995E-06
-1.32640625,-0.652595702,-0.001009947,-1.00995E-06
-1.32578125,-0.651594681,-0.001009947,-1.00995E-06
-1.32515625,-0.650259987,-0.001009947,-1.00995E-06
-1.32453125,-0.648925293,-0.001009947,-1.00995E-06
-1.32390625,-0.648257946,-0.001009947,-1.00995E-06
-1.32328125,-0.646923251,-0.001009947,-1.00995E-06
-1.32265625,-0.645922231,-0.001009947,-1.00995E-06
-1.32203125,-0.644587536,-0.001009947,-1.00995E-06
-1.32140625,-0.643252842,-0.001009947,-1.00995E-06
-1.32078125,-0.642251821,-0.001009947,-1.00995E-06
-1.32015625,-0.640917127,-0.001009947,-1.00995E-06
-1.31953125,-0.639582433,-0.001009947,-1.00995E-06
-1.31890625,-0.638247738,-0.001009947,-1.00995E-06
-1.31828125,-0.636913044,-0.001009947,-1.00995E-06
-1.31765625,-0.635912023,-0.001009947,-1.00995E-06
-1.31703125,-0.634577329,-0.001009947,-1.00995E-06
-1.31640625,-0.633242635,-0.001009947,-1.00995E-06
-1.31578125,-0.631907941,-0.001009947,-1.00995E-06
-1.31515625,-0.630573246,-0.001009947,-1.00995E-06
-1.31453125,-0.629572226,-0.001009947,-1.00995E-06
-1.31390625,-0.628237531,-0.001009947,-1.00995E-06
-1.31328125,-0.626902837,-0.001009947,-1.00995E-06
-1.31265625,-0.625901816,-0.001009947,-1.00995E-06
-1.31203125,-0.624567122,-0.001009947,-1.00995E-06
-1.31140625,-0.623232428,-0.001009947,-1.00995E-06
-1.31078125,-0.621897733,-0.001009947,-1.00995E-06
-1.31015625,-0.620896713,-0.001009947,-1.00995E-06
-1.30953125,-0.619562018,-0.001009947,-1.00995E-06
-1.30890625,-0.618560998,-0.001009947,-1.00995E-06
-1.30828125,-0.61689263,-0.001009947,-1.00995E-06
-1.30765625,-0.615891609,-0.001009947,-1.00995E-06
-1.30703125,-0.614223241,-0.001009947,-1.00995E-06
-1.30640625,-0.613222221,-0.001009947,-1.00995E-06
-1.30578125,-0.611887526,-0.001009947,-1.00995E-06
-1.30515625,-0.610552832,-0.001009947,-1.00995E-06
-1.30453125,-0.609551811,-0.001009947,-1.00995E-06
-1.30390625,-0.608217117,-0.001009947,-1.00995E-06
-1.30328125,-0.606882423,-0.001009947,-1.00995E-06
-1.30265625,-0.605881402,-0.001346084,-1.34608E-06
-1.30203125,-0.604546708,-0.001009947,-1.00995E-06
-1.30140625,-0.603212013,-0.001009947,-1.00995E-06
-1.30078125,-0.602210993,-0.001009947,-1.00995E-06
-1.30015625,-0.600876298,-0.001009947,-1.00995E-06
-1.29953125,-0.599541604,-0.001009947,-1.00995E-06
-1.29890625,-0.59820691,-0.001009947,-1.00995E-06
-1.29828125,-0.596872216,-0.001009947,-1.00995E-06
-1.29765625,-0.595871195,-0.001009947,-1.00995E-06
-1.29703125,-0.594536501,-0.001009947,-1.00995E-06
-1.29640625,-0.592868133,-0.001009947,-1.00995E-06
-1.29578125,-0.591867112,-0.001009947,-1.00995E-06
-1.29515625,-0.590532418,-0.001009947,-1.00995E-06
-1.29453125,-0.589531397,-0.001009947,-1.00995E-06
-1.29390625,-0.588196703,-0.001009947,-1.00995E-06
-1.29328125,-0.586862008,-0.001009947,-1.00995E-06
-1.29265625,-0.585860988,-0.001009947,-1.00995E-06
-1.29203125,-0.584526293,-0.001009947,-1.00995E-06
-1.29140625,-0.583191599,-0.00067381,-6.7381E-07
-1.29078125,-0.581856905,-0.001009947,-1.00995E-06
-1.29015625,-0.580522211,-0.001009947,-1.00995E-06
-1.28953125,-0.579187516,-0.001009947,-1.00995E-06
-1.28890625,-0.578186496,-0.001009947,-1.00995E-06
-1.28828125,-0.576851801,-0.001009947,-1.00995E-06
-1.28765625,-0.575517107,-0.001009947,-1.00995E-06
-1.28703125,-0.574182413,-0.001009947,-1.00995E-06
-1.28640625,-0.572847718,-0.001009947,-1.00995E-06
-1.28578125,-0.571513024,-0.001009947,-1.00995E-06
-1.28515625,-0.57017833,-0.001009947,-1.00995E-06
-1.28453125,-0.568843636,-0.001009947,-1.00995E-06
-1.28390625,-0.567842615,-0.001009947,-1.00995E-06
-1.28328125,-0.566507921,-0.001009947,-1.00995E-06
-1.28265625,-0.5655069,-0.001009947,-1.00995E-06
-1.28203125,-0.564172206,-0.001009947,-1.00995E-06
-1.28140625,-0.562837511,-0.001009947,-1.00995E-06
-1.28078125,-0.561836491,-0.001009947,-1.00995E-06
-1.28015625,-0.560501796,-0.001009947,-1.00995E-06
-1.27953125,-0.559167102,-0.001009947,-1.00995E-06
-1.27890625,-0.558166081,-0.001009947,-1.00995E-06
-1.27828125,-0.556831387,-0.001009947,-1.00995E-06
-1.27765625,-0.555496693,-0.001009947,-1.00995E-06
-1.27703125,-0.554161998,-0.001346084,-1.34608E-06
-1.27640625,-0.552827304,-0.001009947,-1.00995E-06
-1.27578125,-0.55149261,-0.001009947,-1.00995E-06
-1.27515625,-0.550157916,-0.001009947,-1.00995E-06
-1.27453125,-0.549156895,-0.001009947,-1.00995E-06
-1.27390625,-0.548155874,-0.001009947,-1.00995E-06
-1.27328125,-0.546487506,-0.001009947,-1.00995E-06
-1.27265625,-0.545486486,-0.001009947,-1.00995E-06
-1.27203125,-0.544151791,-0.001009947,-1.00995E-06
-1.27140625,-0.542817097,-0.001009947,-1.00995E-06
-1.27078125,-0.541816076,-0.001009947,-1.00995E-06
-1.27015625,-0.540481382,-0.001009947,-1.00995E-06
-1.26953125,-0.539146688,-0.001009947,-1.00995E-06
-1.26890625,-0.537811993,-0.001009947,-1.00995E-06
-1.26828125,-0.536477299,-0.001009947,-1.00995E-06
-1.26765625,-0.535142605,-0.001009947,-1.00995E-06
-1.26703125,-0.533807911,-0.001009947,-1.00995E-06
-1.26640625,-0.532473216,-0.001009947,-1.00995E-06
-1.26578125,-0.531805869,-0.001009947,-1.00995E-06
-1.26515625,-0.530471175,-0.001009947,-1.00995E-06
-1.26453125,-0.529470154,-0.001009947,-1.00995E-06
-1.26390625,-0.52813546,-0.001009947,-1.00995E-06
-1.26328125,-0.526467092,-0.001009947,-1.00995E-06
-1.26265625,-0.525799745,-0.001009947,-1.00995E-06
-1.26203125,-0.524465051,-0.001009947,-1.00995E-06
-1.26140625,-0.523130356,-0.001009947,-1.00995E-06
-1.26078125,-0.522129336,-0.001009947,-1.00995E-06
-1.26015625,-0.520794641,-0.001009947,-1.00995E-06
-1.25953125,-0.519793621,-0.001009947,-1.00995E-06
-1.25890625,-0.518458926,-0.001009947,-1.00995E-06
-1.25828125,-0.517124232,-0.001009947,-1.00995E-06
-1.25765625,-0.515789538,-0.001009947,-1.00995E-06
-1.25703125,-0.514454843,-0.001009947,-1.00995E-06
-1.25640625,-0.513453823,-0.001009947,-1.00995E-06
-1.25578125,-0.512119128,-0.001009947,-1.00995E-06
-1.25515625,-0.51045076,-0.001009947,-1.00995E-06
-1.25453125,-0.50944974,-0.001009947,-1.00995E-06
-1.25390625,-0.508115045,-0.001009947,-1.00995E-06
-1.25328125,-0.506780351,-0.001009947,-1.00995E-06
-1.25265625,-0.50577933,-0.001009947,-1.00995E-06
-1.25203125,-0.504110963,-0.001346084,-1.34608E-06
-1.25140625,-0.502776268,-0.001346084,-1.34608E-06
-1.25078125,-0.502108921,-0.001346084,-1.34608E-06
-1.25015625,-0.500440553,-0.001009947,-1.00995E-06
-1.24953125,-0.499439533,-0.001009947,-1.00995E-06
-1.24890625,-0.498104838,-0.001009947,-1.00995E-06
-1.24828125,-0.496770144,-0.001009947,-1.00995E-06
-1.24765625,-0.49543545,-0.001009947,-1.00995E-06
-1.24703125,-0.494100755,-0.001009947,-1.00995E-06
-1.24640625,-0.493099735,-0.001009947,-1.00995E-06
-1.24578125,-0.49176504,-0.001009947,-1.00995E-06
-1.24515625,-0.490096673,-0.001009947,-1.00995E-06
-1.24453125,-0.489095652,-0.001009947,-1.00995E-06
-1.24390625,-0.488094631,-0.001009947,-1.00995E-06
-1.24328125,-0.486759937,-0.001009947,-1.00995E-06
-1.24265625,-0.485425243,-0.001009947,-1.00995E-06
-1.24203125,-0.484090548,-0.001009947,-1.00995E-06
-1.24140625,-0.482755854,-0.001009947,-1.00995E-06
-1.24078125,-0.481754833,-0.001009947,-1.00995E-06
-1.24015625,-0.480420139,-0.001009947,-1.00995E-06
-1.23953125,-0.479419118,-0.001009947,-1.00995E-06
-1.23890625,-0.478084424,-0.001009947,-1.00995E-06
-1.23828125,-0.47674973,-0.001009947,-1.00995E-06
-1.23765625,-0.475748709,-0.001009947,-1.00995E-06
-1.23703125,-0.474080341,-0.001009947,-1.00995E-06
-1.23640625,-0.472745647,-0.001009947,-1.00995E-06
-1.23578125,-0.471744626,-0.001346084,-1.34608E-06
-1.23515625,-0.470409932,-0.001009947,-1.00995E-06
-1.23453125,-0.469075238,-0.001009947,-1.00995E-06
-1.23390625,-0.467740543,-0.001009947,-1.00995E-06
-1.23328125,-0.466405849,-0.001009947,-1.00995E-06
-1.23265625,-0.465404828,-0.001009947,-1.00995E-06
-1.23203125,-0.464070134,-0.001009947,-1.00995E-06
-1.23140625,-0.46273544,-0.001009947,-1.00995E-06
-1.23078125,-0.461400745,-0.001009947,-1.00995E-06
-1.23015625,-0.460399725,-0.001009947,-1.00995E-06
-1.22953125,-0.45906503,-0.001009947,-1.00995E-06
-1.22890625,-0.45806401,-0.001009947,-1.00995E-06
-1.22828125,-0.456395642,-0.00067381,-6.7381E-07
-1.22765625,-0.455394621,-0.00067381,-6.7381E-07
-1.22703125,-0.454059927,-0.001009947,-1.00995E-06
-1.22640625,-0.452725233,-0.001009947,-1.00995E-06
-1.22578125,-0.451724212,-0.001009947,-1.00995E-06
-1.22515625,-0.450389518,-0.001009947,-1.00995E-06
-1.22453125,-0.449054823,-0.001009947,-1.00995E-06
-1.22390625,-0.447720129,-0.001009947,-1.00995E-06
-1.22328125,-0.446385435,-0.001009947,-1.00995E-06
-1.22265625,-0.445384414,-0.001009947,-1.00995E-06
-1.22203125,-0.44404972,-0.001009947,-1.00995E-06
-1.22140625,-0.442715025,-0.001009947,-1.00995E-06
-1.22078125,-0.441380331,-0.001009947,-1.00995E-06
-1.22015625,-0.440045637,-0.001009947,-1.00995E-06
-1.21953125,-0.439044616,-0.001009947,-1.00995E-06
-1.21890625,-0.437709922,-0.001009947,-1.00995E-06
-1.21828125,-0.436375228,-0.001009947,-1.00995E-06
-1.21765625,-0.435040533,-0.001009947,-1.00995E-06
-1.21703125,-0.434039513,-0.001009947,-1.00995E-06
-1.21640625,-0.432704818,-0.001009947,-1.00995E-06
-1.21578125,-0.431703798,-0.001009947,-1.00995E-06
-1.21515625,-0.43003543,-0.001009947,-1.00995E-06
-1.21453125,-0.429034409,-0.001009947,-1.00995E-06
-1.21390625,-0.427699715,-0.001009947,-1.00995E-06
-1.21328125,-0.42636502,-0.001009947,-1.00995E-06
-1.21265625,-0.425030326,-0.001009947,-1.00995E-06
-1.21203125,-0.424029305,-0.001009947,-1.00995E-06
-1.21140625,-0.422360938,-0.001009947,-1.00995E-06
-1.21078125,-0.421359917,-0.001009947,-1.00995E-06
-1.21015625,-0.420025223,-0.001009947,-1.00995E-06
-1.20953125,-0.418690528,-0.001009947,-1.00995E-06
-1.20890625,-0.417689508,-0.001009947,-1.00995E-06
-1.20828125,-0.416688487,-0.001009947,-1.00995E-06
-1.20765625,-0.415687466,-0.001009947,-1.00995E-06
-1.20703125,-0.414019098,-0.001009947,-1.00995E-06
-1.20640625,-0.413018078,-0.001009947,-1.00995E-06
-1.20578125,-0.412017057,-0.001009947,-1.00995E-06
-1.20515625,-0.410348689,-0.001009947,-1.00995E-06
-1.20453125,-0.409347668,-0.001009947,-1.00995E-06
-1.20390625,-0.408012974,-0.001009947,-1.00995E-06
-1.20328125,-0.40667828,-0.001009947,-1.00995E-06
-1.20265625,-0.405343585,-0.001009947,-1.00995E-06
-1.20203125,-0.404008891,-0.001009947,-1.00995E-06
-1.20140625,-0.40300787,-0.001009947,-1.00995E-06
-1.20078125,-0.401673176,-0.001009947,-1.00995E-06
-1.20015625,-0.400338482,-0.001009947,-1.00995E-06
-1.19953125,-0.399003788,-0.001009947,-1.00995E-06
-1.19890625,-0.398002767,-0.001009947,-1.00995E-06
-1.19828125,-0.396334399,-0.001009947,-1.00995E-06
-1.19765625,-0.395333378,-0.001009947,-1.00995E-06
-1.19703125,-0.393998684,-0.001009947,-1.00995E-06
-1.19640625,-0.392997663,-0.001009947,-1.00995E-06
-1.19578125,-0.391662969,-0.001009947,-1.00995E-06
-1.19515625,-0.390328275,-0.001009947,-1.00995E-06
-1.19453125,-0.389327254,-0.001009947,-1.00995E-06
-1.19390625,-0.38799256,-0.001009947,-1.00995E-06
-1.19328125,-0.386657865,-0.001009947,-1.00995E-06
-1.19265625,-0.385323171,-0.001009947,-1.00995E-06
-1.19203125,-0.383988477,-0.001009947,-1.00995E-06
-1.19140625,-0.382987456,-0.001009947,-1.00995E-06
-1.19078125,-0.381986435,-0.001009947,-1.00995E-06
-1.19015625,-0.380318067,-0.001346084,-1.34608E-06
-1.18953125,-0.379317047,-0.001009947,-1.00995E-06
-1.18890625,-0.377982352,-0.001009947,-1.00995E-06
-1.18828125,-0.376647658,-0.001009947,-1.00995E-06
-1.18765625,-0.375312964,-0.001009947,-1.00995E-06
-1.18703125,-0.37397827,-0.001009947,-1.00995E-06
-1.18640625,-0.372977249,-0.001009947,-1.00995E-06
-1.18578125,-0.371308881,-0.001009947,-1.00995E-06
-1.18515625,-0.37030786,-0.001009947,-1.00995E-06
-1.18453125,-0.368973166,-0.001009947,-1.00995E-06
-1.18390625,-0.367972145,-0.001009947,-1.00995E-06
